Year,Artist,Title,Genre,Streams(Millions)
,Kygo,Younger,Deep House,283
,The Glitch Mob,RISE,Breakbeat,283
,The Glitch Mob,RISE,Glitch Hop,283
,Bizarrap,"Villano Antillano: Bzrp Music Sessions, Vol 51",Hip House,282
,Kungs,Never Going Home,Nu-Disco,281
2023,Rauw Alejandro,BABY HELLO,Electro House,281
,Skrillex,Make It Bun Dem,Brostep,279
2014,Deorro,Five Hours,Electro House,279
2012,David Guetta,Turn Me On,Electro House,279
2015,Jess Glynne,Don't Be So Hard On Yourself,Diva House,278
2018,Steve Aoki,Waste It On Me,Future Bass,278
2011,David Guetta,Sweat,Electro House,278
,Gryffin,Desire,Future House,277
,Otto Knows,Million Voices,Festival Progressive House,277
,David Guetta,Sweat,Hip House,277
2018,Gryffin,Tie Me Down,Future Bass,275
2021,Kordhell,Live Another Day,Phonk House,273
2022,PLAYAMNE,MIDNIGHT,Phonk House,273
2021,PlayaPhonk,Phonky Town,Phonk House,273
2023,Ofenbach,Overdrive,Slap House,273
,Diplo,Be Right There,Future House,272
,Nevada,The Mack,Tropical House,271
2012,Flo Rida,I Cry,Complextro,271
2017,Lost Sky,Fearless Pt. II,Trap,271
,NBSPLV,The Lost Soul Down,Deep House,270
,Sigala,Sweet Lovin',Tropical House,270
,Diplo,On My Mind,Tech House,270
,NBSPLV,The Lost Soul Down,Brazilian Bass,270
2018,Alan Walker,Diamond Heart,Electro House,269
2017,Gryffin,Feel Good,Future Bass,268
1994,Nine Inch Nails,Closer,New Beat,268
2017,Gryffin,Feel Good,Melodic Dubstep,268
,Martin Garrix,Don't Look Down,Festival Progressive House,267
2023,CYRIL,Stumblin' In,Slap House,266
2017,Axwell /\ Ingrosso,Dreamer,Trap,266
,Drake,Get It Together,Deep House,264
,Drake,Get It Together,Afro House,264
,Galantis,Love On Me,Tropical House,263
2017,Alan Walker,Tired,Tropical House,262
2017,Alan Walker,Tired,Future Bass,262
2016,Vicetone,Nevada,Future House,262
2011,Pitbull,Rain Over Me,Electro House,260
,Naughty Boy,Runnin' (Lose It All),Liquid Drum & Bass,260
,Avicii,For A Better Day,Progressive House,259
2012,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),Electro House,259
2013,will.i.am,#thatPOWER,Electro House,259
2013,will.i.am,#thatPOWER,Big Room House,259
,OMI,Hula Hoop,Tropical House,258
2019,Zedd,Goood Thing,Future Bass,258
2017,BICEP,Glue,UK Garage,257
2017,BICEP,Glue,Breakbeat,257
2011,Swedish House Mafia,Save The World,Electro House,257
2017,BICEP,Glue,Progressive Breaks,257
2017,BICEP,Glue,Future Garage,257
,Diplo,Welcome To The Party,Trap,256
,Vintage Culture,Slow Down,Deep House,255
2021,David Guetta,Memories - 2021 Remix,Slap House,255
,Vintage Culture,Slow Down,Brazilian Bass,255
,Vintage Culture,Slow Down,Tech House,255
2011,Pitbull,Rain Over Me,Hip House,255
,Loreen,Euphoria,Festival Progressive House,254
2019,K-391,Play,Electro House,253
,Junior Senior,Move Your Feet,Funky House,253
2014,David Guetta,Shot Me Down,Big Room House,253
2021,Calvin Harris,By Your Side,House,252
2020,Alok,Don't Say Goodbye,Slap House,252
,Sigala,Lullaby,Tropical House,249
,Sigala,Lullaby,Future House,249
2021,Alan Walker,Sweet Dreams,Slap House,249
2014,The Chainsmokers,#SELFIE,Melbourne Bounce,249
2013,Fergie,A Little Party Never Killed Nobody (All We Got),Electro House,249
,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),Festival Progressive House,248
2020,VINAI,Rise Up,Slap House,247
2018,Louis The Child,Better Not,Future Bass,246
,The Chainsmokers,Hope,Tropical House,246
,Klangkarussell,Sun Don't Shine (Sonnentanz),Deep House,245
2017,Cashmere Cat,Quit,Future Bass,244
2012,Nicki Minaj,Pound The Alarm,Electro House,243
,Flo Rida,I Cry,Hip House,243
2013,Jason Derulo,The Other Side,Electro House,242
1999,Fatboy Slim,Praise You,Big Beat,241
,Skrillex,Would You Ever,Future House,240
,The Living Tombstone,It's Been So Long,Glitch Hop,240
,Skrillex,Would You Ever,House,240
,Swedish House Mafia,Save The World,Festival Progressive House,240
,Luis Fonsi,Calypso,Tropical House,240
,Skrillex,First Of The Year (Equinox),Brostep,240
,Lost Frequencies,Crazy,Tropical House,239
2014,The Chainsmokers,#SELFIE,Electro House,239
,Drake,Sticky,Baltimore Club,238
,Martin Jensen,Nobody,Tropical House,238
,Drake,Sticky,Jersey Club,238
2015,Vigiland,Shots & Squats,Melbourne Bounce,238
2016,Deorro,Bailar,Melbourne Bounce,237
,Drake,Massive,Garage House,235
,Kygo,Sexual Healing,Tropical House,234
,ZHU,Working For It,Twerk,234
,ZHU,Working For It,Trap,234
,ZHU,Working For It,Hybrid Trap,234
,Cashmere Cat,Quit,UK Bass,233
,ItaloBrothers,Stamp On The Ground,Hands Up,233
2010,Enrique Iglesias,Tonight (I'm Fuckin' You),Electro House,233
,Cashmere Cat,Quit,Wonky,233
2010,Enrique Iglesias,Tonight (I'm Fuckin' You),Dutch House,233
2019,ILLENIUM,Good Things Fall Apart,Melodic Dubstep,232
,The Living Tombstone,Discord,Glitch Hop,231
,Sebastian Ingrosso,Reload,Festival Progressive House,231
,Kygo,Often,Tropical House,230
2018,R3HAB,Lullaby,Future Bounce,230
,Sigma,Nobody To Love,Dancefloor Drum & Bass,230
,Sigma,Nobody To Love,Liquid Drum & Bass,230
,Kygo,Here For You,Tropical House,230
,Matoma,False Alarm,Tropical House,229
,Drake,Sticky,Jersey Club,228
,Alok,Never Let Me Go,Brazilian Bass,228
,Alok,Never Let Me Go,Deep House,228
,Alok,Never Let Me Go,Tropical House,228
,HUGEL,Bella Ciao,Brazilian Bass,228
,Calvin Harris,Thinking About You,House,227
,K/DA,More,Trap,227
2020,Kygo,Like It Is,Tropical House,227
,Calvin Harris,Thinking About You,Future House,227
,Bob Sinclar,"World, Hold On",Euro House,226
,LMFAO,Shots,Baltimore Club,226
,Martin Solveig,Places,Future House,226
,Bob Sinclar,"World, Hold On",House,226
2024,David Guetta,I Don't Wanna Wait,Electro House,225
2020,JVLA,Such A Whore - Stellular Remix,-,225
,Rudimental,Waiting All Night,Liquid Drum & Bass,225
,Beyoncé,ALIEN SUPERSTAR,Ballroom,225
2012,Calvin Harris,Let's Go,Electro House,224
,BIGBANG,BANG BANG BANG,Electronic Dance Music,224
,Sigala,Just Got Paid,Tropical House,222
,Feder,Goodbye,Deep House,222
,Feder,Goodbye,Tech House,222
2021,MEDUZA,Tell It To My Heart,Slap House,222
2016,PLVTINUM,Champagne & Sunshine,Future Bass,221
2014,ODESZA,Sun Models,Future Garage,219
,Joel Corry,Lonely,Future House,218
2018,Steve Aoki,Azukita,Electro House,218
2016,Tujamo,Drop That Low (When I Dip),Big Room House,218
2018,Steve Aoki,Azukita,Big Room House,218
,Joel Corry,Lonely,House,218
2020,VIZE,Never Let Me Down,Slap House,217
2020,Martin Garrix,Drown,Future Bass,217
2003,Benny Benassi,Satisfaction,Electro House,217
2023,Paul Russell,Lil Boo Thang,Nu-Disco,216
2002,Junkie XL,A Little Less Conversation,Big Beat,216
,Cash Cash,Take Me Home,Festival Progressive House,215
2019,Felix Jaehn,Close Your Eyes,Slap House,215
,southstar,Miss You,Eurodance,215
1990,C & C Music Factory,Gonna Make You Sweat (Everybody Dance Now),Hip House,214
,RÜFÜS DU SOL,You Were Right,Tech House,214
2012,Swedish House Mafia,Greyhound,Electro House,213
,RÜFÜS DU SOL,Innerbloom,Progressive House,213
,RÜFÜS DU SOL,Innerbloom,Deep House,213
,Clean Bandit,Tears,UK Funky,212
,Clean Bandit,Tears,House,212
,Clean Bandit,Tears,Garage House,212
,Alex Clare,Too Close,Brostep,212
2017,San Holo,Light,Future Bass,212
2013,Parra for Curva,Wicked Games,Balearic Beat,211
,MK,17,Garage House,211
,MK,17,Diva House,211
2013,Parra for Curva,Wicked Games,Tropical House,211
,Gucci Mane,BOOM,Brazilian Bass,210
2015,Years & Years,Desire,House,210
2018,RL Grime,UCLA,Heaven Trap,210
2015,Years & Years,Desire,UK Funky,210
,Gucci Mane,BOOM,G-House,210
2023,FIFTY FIFTY,Cupid,Nu-Disco,209
,Yellow Claw,DJ Turn It Up,Twerk,208
,Tiësto,Hot In It,Tech House,208
2012,USHER,Scream,Electro House,208
,Martin Garrix,No Sleep,Festival Progressive House,207
2011,DJ Antoine,Ma Chérie,Electro House,207
2023,6YNTHMANE,BRAZILIAN DANÇA PHONK,Brazilian Phonk,207
,Steve Aoki,Azukita,Guaracha,207
2008,Fedde Le Grand,Let Me Think About It,Electro House,206
2024,Kygo,Whatever,Tropical House,206
,Porter Robinson,Shelter,Synthpop [EDM],206
2022,Ghostface Playa,Why Not,Phonk House,206
,Calvin Harris,Let's Go,Festival Progressive House,205
2014,ODESZA,Say My Name,Future Bass,205
2010,Ke$ha,Take It Off,Electro House,204
,Swedish House Mafia,Greyhound,Progressive House,204
2009,deadmau5,Ghosts 'n' Stuff,Electro House,204
,Alan Walker,Move Your Body,*Festival Progressive House,203
,Zedd,Get Low,Tropical House,203
2022,6arelyhuman,Hands Up!,Electro House,203
,David Guetta,Better When You're Gone,Future Bounce,202
,Avicii,Silhouettes,Progressive House,202
2017,Steve Aoki,MIC Drop - Reimx,Trap,202
2019,Gryffin,All You Need To Know,Future Bass,202
,Disclosure,Magnets,UK Bass,202
,Avicii,Silhouettes,Festival Progressive House,202
2014,Deorro,Perdoname,Electro House,201
,Ofenbach,Katchi,Funky House,201
,Ofenbach,Katchi,Deep House,201
,Odetari,GMFU,Electroclash,200
2012,Calvin Harris,We'll Be Coming Back,Electro House,200
2020,Alesso,Midnight,Trap,200
2020,Alesso,Midnight,Heaven Trap,200
,Major Lazer,Sua Cara,Moombahton,200
,Tiësto,God Is A Dancer,Future House,199
2010,David Guetta,Gettin' Over You,Dutch House,199
2022,Fred again..,Turn On The Lights again..,Breakstep,198
2021,Alok,Love Again,Slap House,198
,benny blanco,I Found You,Tropical House,197
2012,Pitbull,Don't Stop The Party,Electro House,197
2022,MC ORSEN,WARNING,Phonk House,197
,benny blanco,I Found You,House,197
,NEFFEX,Rumors,Trap,196
2015,Lunchmoney Lewis,Bills,Electro Swing,195
,Zwette,Another Love,Tropical House,195
,Sash!,Ecuador,Euro House,195
2024,CYRIL,The Sound Of Silence,Slap House,195
,Sash!,Ecuador,Euro-Trance,195
,Years & Years,Desire,House,194
,Skrillex,Scary Monsters & Nice Sprites,Brostep,194
,Years & Years,Desire,UK Funky,194
,Swedish House Mafia,Heaven Takes You Home,Garage House,194
2010,RedOne,More,Electro House,194
,Robin S,Show Me Love,Euro House,193
,Robin S,Show Me Love,Diva House,193
,Philip George,Wish You Were Mine,Deep House,193
,Philip George,Wish You Were Mine,Euro House,193
2010,Swedish House Mafia,Miami 2 Ibiza,Electro House,192
,Dillon Francis,Get Low,Twerk,192
,Ghostface Playa,Why Not,Phonk House,192
,Kygo,Cut Your Teeth,Tropical House,192
,Rudimental,Feel The Love,Dancefloor Drum & Bass,192
,FISHER,You Little Beauty,Tech House,191
2009,Dizzee Rascal,Bonkers,Fidget House,191
2014,Cash Cash,Take Me Home,Electro House,191
2015,Matstubs,I'd Love To Change The World,Heaven Trap,190
2015,Matstubs,I'd Love To Change The World,Trap,190
,Kygo,I'll Wait,Festival Progressive House,190
,Kygo,I'll Wait,Tropical House,190
2016,Lucian,Trndsttr,Future Bass,190
,Martin Solveig,All Stars,Future House,188
2013,Ylvis,The Fox (What Does The Fox Say?),Electro House,188
2020,Madism,Pumped Up Kicks,*Future Bounce,188
,Calvin Harris,We'll Be Coming Back,Festival Progressive House,188
,Bob Sinclar,Love Generation,House,188
2017,TheFatRat,Fly Away,Future Bass,188
2020,Madism,Pumped Up Kicks,*Slap House,188
,K/DA,THE BADDEST,Trap,188
2023,LXNGVX,Montagem Mysterious Game,Brazilian Phonk,187
2020,Imanbek,Goodbye,Slap House,187
2012,Chris Brown,Don't Wake Me Up,Electro House,187
2018,Loud Luxury,Love No More,Slap House,186
,Pitbull,Don't Stop The Party,Funky House,186
,Lucian,Trndsttr,Wonky,186
2018,Loud Luxury,Love No More,Future Bounce,186
,Fraxo,Dead To Me,Trap,186
,Pitbull,Don't Stop The Party,Hip House,186
,Swedish House Mafia,Miami 2 Ibiza,Festival Progressive House,185
,Faithless,Insomnia,Progressive House,185
2021,DMNDS,Calabria,Slap House,184
2018,Johnny Orlando,What If (I Told You I Like You),Moombahton,184
,Cascada,Evacuate The Dancefloor,Euro-Trance,183
,Cascada,Evacuate The Dancefloor,Hands Up,183
,Jason Derulo,Try Me,Tropical House,183
,Deorro,Perdoname,Electro Latino,183
2019,Ilkay Sencan,Rockstar,Slap House,183
,Disclosure,Help Me Lose My Mind,Deep House,182
,Calvin Harris,Pray To God,Festival Progressive House,182
,Tungevaag & Raaban,Samsara,Glitch Hop,182
,David Guetta,Would I Lie To You,French House,182
,Disclosure,White Noise,Future House,181
2016,Mark McCabe,Nervous (The Ooh Song),*Tropical House,181
,Janji,Heroes Tonight,Festival Progressive House,181
,A Touch Of Class,Around The World (La La La),Bubblegum Dance,181
,A Touch Of Class,Around The World (La La La),Eurodance,181
,Disclosure,White Noise,UK Funky,181
,Troye Sivan,Rush,House,181
,Farruko,El Incomprendido,Guaracha,181
,Sofi Tukker,Purple Hat,G-House,181
,Disclosure,White Noise,House,181
,Troye Sivan,Rush,Funky House,181
,Paul Woolford,Looking For Me,Deep House,180
,Avicii,Seek Bromance,Festival Progressive House,179
,Rudimental,Sun Comes Up,Tropical House,179
,Gryffin,Body Back,Future House,179
2019,Martin Garrix,Used To Love,Future Bass,179
,Avicii,Seek Bromance,House,179
,Sebastian Ingrosso,Calling (Lose My Mind),Festival Progressive House,179
,Felix Jaehn,Hot2Touch,Funky House,179
,Klingande,Pumped Up,Tropical House,178
2023,CYRIL,Stumblin' In,Deep House,178
,Fred again..,Turn On The Lights again..,Future Garage,178
,Kygo,Dancing Feet,Nu-Disco,177
,Cashmere Cat,Trust Nobody,UK Bass,177
,Wilkinson,Afterglow,Liquid Drum & Bass,177
,Joel Corry,Sorry,Garage House,176
2022,Topic,A Better Day (Kernkraft 400),Slap House,176
2022,Mau P,Drugs From Amsterdam,Tech House,176
,Bakermat,One Day (Vandaag),Tech House,175
2022,MoonDeity,WAKE UP!,Phonk House,175
,FISHER,"World, Hold On",Tech House,175
,Caravan Palace,Lone Digger,Electro Swing,175
2022,Beyoncé,ENERGY,Afro House,174
,Zac Samuel,Say Something,UK Garage,174
2009,Crookers,Day 'N' Nite,Fidget House,174
,TheFatRat,Fly Away,Trap,174
,Dizzee Rascal,Dance Wiv Me,Hip House,174
2019,Alok,On & On,Slap House,174
2022,Fred again..,Delilah (Pull Me Out Of This),Garage House,174
2022,Fred again..,Delilah (Pull Me Out Of This),Speed Garage,174
2022,Fred again..,Delilah (Pull Me Out Of This),Stutter House,174
2023,Dimitri Vegas & Like Mike,Thank You (Not So Bad),Hard Trance,174
2000,Bomfunk MC's,Freestyler,Breakbeat,174
,BENNETT,Vois Sur Ton Chemin,Peak Time Techno,174
,Zac Samuel,Say Something,Future House,174
2009,Crookers,Day 'N' Nite,Hip House,174
2023,R3HAB,Rock My Body,Slap House,173
2011,Chris Brown,Beautiful People,Electro House,173
2014,AFROJACK,Ten Feet Tall,Electro House,173
2017,Dimitri Vegas & Like Mike,Complicated,Future Bass,173
2020,Dimitri Vegas & Like Mike,Say My Name,Nu-Disco,172
2014,Dimitri Vegas & Like Mike,Tremor,Big Room House,172
2017,David Guetta,Dirty Sexy Money,Future Bass,172
,DJ Sammy,Heaven,Vocal Trance,171
,Matoma,Running Out,Tropical House,171
2010,Houseshaker,Welcome To St. Tropez,Electro House,171
,DJ Sammy,Heaven,Euro-Trance,171
1999,Rob Zombie,Living Dead Girl,Big Beat,171
2020,Timmy Trumpet,Mad World,Melbourne Bounce,171
,Martin Jensen,All I Wanna Do,Tropical House,171
,Dizzee Rascal,Bonkers,Hip House,170
,Calvin Harris,Desire,Euro-Trance,170
,Calvin Harris,Desire,Vocal Trance,170
2020,Alok,Liberdade (Quando o Grave Bate Forte),Funk Mandelão,169
,Paul Kalkbrenner,Sky And Sand,Tech House,169
,KAYTRANADA,YOU'RE THE ONE,Nu-Disco,169
,Purple Disco Machine,Substitution,Nu-Disco,168
,The Veroncias,Untouched,Electroclash,168
,Purple Disco Machine,Substitution,Italo-Disco,168
2019,Dubdogz,Alors On Danse,*Brazilian Bass,167
1996,The Prodigy,Breathe,Big Beat,167
,AFROJACK,Ten Feet Tall,Festival Progressive House,167
,Flume,The Difference,Dancefloor Drum & Bass,166
,Jess Glynne,One Touch,House,166
,Jess Glynne,One Touch,Diva House,166
2017,Vigiland,Friday Night,Melbourne Bounce,166
,Purple Disco Machine,Fireworks,Nu-Disco,166
2019,AVAION,Pieces,Melodic House,165
,Odetari,GOOD LOYAL THOTS,Jersey Club,165
2017,Pascal Letoublon,Friendships,Deep House,165
,Safari Duo,Played-A-Live (The Bongo Song),Trance,165
2014,Vigiland,UFO,Melbourne Bounce,165
,Redfoo,New Thang,Twerk,165
2012,Flume,Holdin On,Future Bass,165
2021,MC ORSEN,INCOMING,Phonk House,165
,Safari Duo,Played-A-Live (The Bongo Song),Tech Trance,165
2023,TRASHXRL,Sequência da Dz7,Brazilian Phonk,164
2017,Alok,Fuego,Brazilian Bass,164
,Flo Rida,Cake,Tropical House,164
,MK,Piece Of Me,Future House,164
,Major Lazer,Boom,Moombahton,164
,Purple Disco Machine,In The Dark,Nu-Disco,164
,Jamie xx,Loud Places,UK Bass,164
,Yellow Claw,In My Room,Twerk,163
,Jack Ü,Mind,Twerk,163
2022,MEDUZA,Tell Me Why,Progressive House,163
2017,The Vamps,Middle Of The Night,Future Bass,163
2017,The Vamps,Middle Of The Night,Heaven Trap,163
2022,MEDUZA,Tell Me Why,Future Rave,163
,Avicii,Broken Arrows,Festival Progressive House,163
,Jack Ü,Mind,Jungle Terror,163
,Luude,Big City Life,Jump-Up,163
,Tungevaag,Wicked Wonderland,Tropical House,163
,DVBBS,Not Going Home,Future House,162
,FAÏS,Hey,Future House,162
2019,Hot Shade,Dive,*Tropical House,162
2019,Sigala,Wish You Well,Garage House,162
2021,Ofenbach,Hurricane,Slap House,162
,Jamie xx,I Know There's Gonna Be (Good Times),UK Bass,161
2015,Marshmello,Keep It Mello,Future Bass,161
,Noisestorm,Crab Rave,Future Bounce,161
,Noisestorm,Crab Rave,Future House,161
2022,ANOTR,Relax My Eyes,Funky House,160
,Bomfunk MC's,Freestyler,Jump-Up,160
,EVERGLOW,DUN DUN,Festival Trap,160
2014,Alan Walker,Fade,Electro House,160
,Robin Schulz,Alane,Future Bounce,160
2022,ANOTR,Relax My Eyes,Deep House,160
2020,Ahrix,End Of Time,Electro House,160
2017,Felix Jaehn,Feel Good,Future Bounce,160
,EVERGLOW,DUN DUN,Trap,160
2013,Djuro,Trumpsta,Melbourne Bounce,159
2017,Alok,Big Jet Plane,Brazilian Bass,158
2021,Toby Romeo,Where The Lights Are Low,Slap House,158
,Armin van Buuren,Great Spirit,Psytrance,158
2015,Dillon Francis,Coming Over,Future Bass,158
2023,Jax Jones,Whistle,Slap House,158
,Flume,Holdin On,Wonky,158
1998,Fatboy Slim,The Rockafeller Skank,Big Beat,157
2020,Dubdogz,Infinity,Brazilian Bass,157
,Dillon Francis,Coming Over,Tropical House,157
2020,Anthony Keyrouz,Wake Me Up In Paris,*Slap House,157
,Kygo,Stranger Things,Tropical House,157
2017,Gryffin,Nobody Compares To You,Future Bass,157
2023,Zerb,Mwaki,Afro House,157
2023,Zerb,Mwaki,Melodic House,157
,Marshmello,Keep It Mello,Trap,157
,James Hype,More Than Friends,Diva House,157
,David Guetta,If You Really Love Me (How Will I Know),Diva House,156
2016,Andrelli,Lighthouse,*Tropical House,156
,David Guetta,If You Really Love Me (How Will I Know),Garage House,156
,David Guetta,If You Really Love Me (How Will I Know),Euro House,156
2022,SHADXWBXRN,PRINCE OF DARKNESS,Phonk House,155
2015,Armin van Buuren,Another You,Big Room House,155
,Underworld,Born Slippy (Nuxx),Techno,155
2016,The Chainsmokers,Setting Fires,Future Bass,155
,Underworld,Born Slippy (Nuxx),Hard Trance,155
2019,ILLENIUM,In Your Arms,Future Bass,155
2015,Armin van Buuren,Another You,Electro House,155
,LVNDSCAPE,Is This Love,Tropical House,155
,Underworld,Born Slippy (Nuxx),Hard Techno,155
,Galantis,Hunter,Tropical House,154
,100 Souls,The Girl Is Mine,UK Funky,154
2017,Tiësto,BOOM,Brazilian Bass,154
,99 Souls,The Girl Is Mine,Garage House,154
2018,David Guetta,Your Love,Big Room House,154
,Crazy Frog,Axel F,Eurodance,154
,FISHER,Stop It,G-House,153
,MK,Back & Forth,Garage House,153
,FISHER,Stop It,Tech House,153
,NEFFEX,Grateful,Trap,153
